종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조,종목코드,시장구분,업종명,시가총액
빙그레,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5180,KOSPI,음식료품,682691001300.0
사조대림,5.0,6.0,7.0,3.0,5.0,6.0,7.0,3.0,3.0,5.0,5.0,1.0,6.0,3.0,7.0,6.0,3.0,1.0,5.0,5.0,3.0,2.0,2.0,1.0,-3.0,2.0,-2.0,-5.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3960,KOSPI,음식료품,343209289150.0
사조동아원,3.0,6.0,5.0,3.0,3.0,6.0,5.0,3.0,3.0,3.0,6.0,3.0,5.0,3.0,5.0,6.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,-2.0,0.0,1.0,-3.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,8040,KOSPI,음식료품,136486828200.0
사조산업,5.0,6.0,6.0,3.0,5.0,6.0,6.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0,5.0,6.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,5.0,-2.0,0.0,0.0,-5.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,7160,KOSPI,"농업, 임업 및 어업",179500000000.0
사조씨푸드,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,6.0,6.0,3.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,-2.0,-2.0,-1.0,-1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,14710,KOSPI,음식료품,58198675340.0
사조오양,3.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,5.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6090,KOSPI,음식료품,84804651000.0
삼부토건,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-4.0,1.0,-2.0,-2.0,0.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1470,KOSPI,건설업,344176842990.0
삼성E&A,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28050,KOSPI,서비스업,5154800000000.0
삼성SDI,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6400,KOSPI,전기전자,28984249395000.0
삼성공조,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,6660,KOSPI,운수장비,73543141700.0
삼성물산,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,0.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,28260,KOSPI,유통업,27356212158000.0
삼성바이오로직스,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,5.0,7.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,207940,KOSPI,의약품,57081548000000.0
삼성생명,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32830,KOSPI,보험,16840000000000.0
삼성에스디에스,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,18260,KOSPI,서비스업,11676310020000.0
삼성전기,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9150,KOSPI,전기전자,10823116550400.0
삼성전자,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,5.0,5.0,7.0,8.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5930,KOSPI,전기전자,454300452055000.0
삼성제약,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,1.0,0.0,-4.0,0.0,4.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1360,KOSPI,의약품,153954999165.0
삼성중공업,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,7.0,0.0,-1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10140,KOSPI,운수장비,8342400000000.0
삼성증권,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,8.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,16360,KOSPI,증권,3344285000000.0
삼성출판사,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,68290,KOSPI,서비스업,179100000000.0
삼성카드,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,5.0,1.0,6.0,6.0,2.0,7.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29780,KOSPI,기타금융,4373673135250.0
삼성화재해상보험,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,8.0,8.0,7.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,
삼아알미늄,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,-4.0,-2.0,-1.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,6110,KOSPI,철강금속,1119576807600.0
삼양사,6.0,8.0,7.0,5.0,6.0,8.0,7.0,5.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,145990,KOSPI,음식료품,503296311200.0
삼양식품,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,7.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,-1.0,0.0,0.0,-2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3230,KOSPI,음식료품,2207173395000.0
삼양통상,3.0,3.0,1.0,6.0,3.0,3.0,1.0,6.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,6.0,3.0,5.0,3.0,1.0,2.0,-2.0,0.0,5.0,-2.0,-2.0,-2.0,-1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2170,KOSPI,기타제조업,148800000000.0
삼양패키징,5.0,6.0,6.0,3.0,5.0,6.0,6.0,3.0,5.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,3.0,3.0,6.0,3.0,3.0,2.0,0.0,3.0,-1.0,-2.0,0.0,-1.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,272550,KOSPI,화학,273775555140.0
삼양홀딩스,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,0.0,2.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,70,KOSPI,기타금융,586652563500.0
삼영,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3720,KOSPI,화학,129880000000.0
삼영무역,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,5.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,2810,KOSPI,유통업,235268917520.0
삼영전자공업,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,-1.0,-1.0,-1.0,1.0,-2.0,-2.0,-4.0,-3.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,,,,
삼원강재,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,6.0,3.0,5.0,-2.0,-1.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,23000,KOSPI,운수장비,109600000000.0
삼익THK,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4380,KOSPI,기계,278250000000.0
삼익악기,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,2.0,-2.0,-5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2450,KOSPI,기타제조업,116513287605.0
삼일씨엔에스,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-4.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4440,KOSPI,비금속광물,56084226535.0
삼일제약,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,6.0,5.0,1.0,6.0,5.0,0.0,0.0,-1.0,1.0,-4.0,0.0,-4.0,-3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,520,KOSPI,의약품,183800366720.0
삼정펄프,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,0.0,0.0,-4.0,2.0,-2.0,-2.0,2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9770,KOSPI,종이목재,62499275000.0
삼진제약,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,6.0,5.0,1.0,6.0,5.0,0.0,0.0,-1.0,1.0,-4.0,0.0,-4.0,-5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5500,KOSPI,의약품,273830000000.0
삼천리,3.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,6.0,3.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,0.0,-1.0,0.0,0.0,-3.0,-2.0,-1.0,-3.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,4690,KOSPI,전기가스업,369818280000.0
삼호개발,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,5.0,3.0,6.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,-2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10960,KOSPI,건설업,81750000000.0
삼화왕관,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4450,KOSPI,기계,70448193300.0
삼화전기,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9470,KOSPI,전기전자,251325160000.0
삼화전자공업,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
삼화콘덴서공업,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
삼화페인트공업,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,1.0,-1.0,-3.0,0.0,-1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,
상상인증권,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290,KOSPI,증권,75835984000.0
상신브레이크,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-2.0,-2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,41650,KOSPI,운수장비,82020939000.0
새론오토모티브,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,-2.0,0.0,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,75180,KOSPI,운수장비,72960000000.0
샘표,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,6.0,5.0,3.0,5.0,6.0,3.0,2.0,0.0,0.0,2.0,-2.0,-4.0,-3.0,-2.0,0.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,7540,KOSPI,기타금융,142495890000.0
샘표식품,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,6.0,5.0,3.0,5.0,6.0,3.0,2.0,0.0,0.0,2.0,-2.0,-4.0,-3.0,-2.0,0.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,248170,KOSPI,음식료품,126998350800.0
서연,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,3.0,6.0,6.0,0.0,3.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7860,KOSPI,기타금융,214136177280.0
서연이화,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,200880,KOSPI,운수장비,480835894230.0
서울도시가스,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,6.0,3.0,6.0,7.0,5.0,3.0,6.0,5.0,1.0,0.0,0.0,2.0,-3.0,-2.0,-1.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
서울식품공업,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,-5.0,-4.0,-4.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
서원,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21050,KOSPI,철강금속,64375544040.0
서흥,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,3.0,3.0,3.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,8490,KOSPI,화학,249314385150.0
선도전기,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7610,KOSPI,전기전자,54000000000.0
선진,6.0,3.0,5.0,7.0,6.0,3.0,5.0,7.0,3.0,3.0,6.0,3.0,6.0,5.0,7.0,5.0,5.0,1.0,5.0,6.0,1.0,4.0,2.0,-1.0,-3.0,-2.0,-1.0,-2.0,3.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,136490,KOSPI,음식료품,176920253760.0
성문전자,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,-2.0,2.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,14910,KOSPI,전기전자,32029364610.0
성보화학,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,5.0,6.0,3.0,1.0,5.0,5.0,2.0,0.0,0.0,1.0,-4.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080,KOSPI,화학,58258200000.0
성신양회,5.0,5.0,7.0,3.0,5.0,5.0,7.0,3.0,3.0,3.0,5.0,3.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,3.0,3.0,0.0,1.0,3.0,-3.0,-3.0,-1.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4980,KOSPI,비금속광물,206670495390.0
성안머티리얼스,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,-2.0,-2.0,0.0,-2.0,2.0,0.0,-2.0,2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,11300,KOSPI,섬유의복,90870699080.0
성창기업지주,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,180,KOSPI,서비스업,132737294800.0
세기상사,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,-2.0,0.0,-2.0,-4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2420,KOSPI,유통업,43581368320.0
세방,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,6.0,6.0,5.0,6.0,6.0,-1.0,0.0,-5.0,0.0,-2.0,-2.0,2.0,-1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4360,KOSPI,운수창고업,224946238500.0
세방전지,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,0.0,-1.0,0.0,1.0,-2.0,0.0,-2.0,-3.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,4490,KOSPI,전기전자,1303400000000.0
세아베스틸지주,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,-3.0,-3.0,0.0,-1.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1430,KOSPI,철강금속,747725181150.0
세아제강,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,306200,KOSPI,철강금속,384885910000.0
세아제강지주,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3030,KOSPI,기타금융,882172941000.0
세아특수강,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,1.0,1.0,3.0,1.0,0.0,-3.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,19440,KOSPI,철강금속,116380600000.0
세아홀딩스,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,3.0,3.0,6.0,3.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,1.0,3.0,1.0,0.0,-3.0,-3.0,0.0,-3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,58650,KOSPI,철강금속,429200000000.0
세우글로벌,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,-2.0,-4.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000,KOSPI,유통업,40387978617.0
세원이앤씨,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,-2.0,-4.0,-2.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,91090,KOSPI,기계,54838923850.0
세원정공,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,6.0,1.0,0.0,0.0,-1.0,2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,21820,KOSPI,운수장비,78200000000.0
세이브존I&C,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67830,KOSPI,유통업,96446103250.0
세진중공업,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,5.0,1.0,6.0,6.0,-2.0,2.0,-3.0,0.0,-2.0,-2.0,-2.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,75580,KOSPI,운수장비,400788664800.0
셀트리온,5.0,6.0,8.0,3.0,5.0,6.0,8.0,3.0,5.0,3.0,6.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,5.0,6.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0,2.0,-2.0,0.0,0.0,0.0,0.0,68270,KOSPI,의약품,38965492469400.0
솔루스첨단소재,5.0,3.0,6.0,5.0,5.0,3.0,6.0,5.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,,,,,-,-,-,-,-2.0,0.0,-2.0,-1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,336370,KOSPI,전기전자,1281466528000.0
솔루엠,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,248070,KOSPI,전기전자,1245138219900.0
